"A","B","C","D","board start","board end","lvl","path",,,,,,,,,,,,,,,,,,,
10,5,2,4,"**C*DB****A**** ","** *ABCD********",20,15,14,13,9,5,4,8,9,10,6,5,9,8,4,5,9,10,11,7,6
10,5,3,1,"*D*C*B****A**** ","** *ABCD********",20,15,11,7,6,10,9,5,6,2,1,0,4,5,9,10,6,2,3,7,6
10,5,6,1,"*D***BC***A**** ","** *ABCD********",20,15,14,13,9,5,1,2,6,5,9,10,11,7,6,5,9,8,4,5,6
10,5,8,1,"*D***B**C*A**** ","*A***B** C***D**",20,15,11,7,6,5,1,2,6,10,9,5,6,2,1,5,6,10,14,13,9
10,5,9,4,"****DB***CA**** ","***** **ABCD****",20,15,14,13,9,10,6,5,4,8,9,5,6,10,9,13,14,15,11,10,9
10,5,11,4,"****DB****AC*** ","****ABCD** *****",20,15,14,13,9,5,4,8,9,10,6,5,9,8,4,5,9,10,11,7,6
10,5,12,4,"****DB****A*C** ","*A***B** C***D**",20,15,14,13,9,10,6,5,9,8,4,0,1,5,6,10,9,8,12,13,9
10,5,14,1,"*D***B****A***C ","*A***B***C **D**",20,15,11,7,6,5,1,2,6,10,9,5,6,2,1,5,6,10,14,13,9
10,6,0,3,"C**D**B***A**** ","***D* C**B**A***",20,15,14,13,9,10,6,5,4,0,1,5,4,8,9,13,12,8,9,10,6
10,6,0,12,"C*****B***A*D** ","A***B **C***D***",20,15,14,13,9,10,6,5,9,10,6,2,1,5,4,0,1,5,9,8,4
10,6,2,1,"*DC***B***A**** ","** *ABCD********",20,15,14,13,9,10,11,7,3,2,1,5,9,8,4,5,6,2,3,7,6
10,6,2,8,"**C***B*D*A**** ","***A**B**C *D***",20,15,14,13,12,8,9,5,6,10,11,7,6,2,3,7,11,10,6,5,9
10,6,3,12,"***C**B***A*D** ","***A**B**C *D***",20,15,11,10,9,5,6,7,3,2,6,7,11,10,6,2,3,7,6,5,9
10,6,4,2,"**D*C*B***A**** ","***D* C**B**A***",20,15,14,13,9,10,6,7,3,2,6,5,4,8,9,13,12,8,9,10,6
10,6,5,1,"*D***CB***A**** ","**A***B **C***D*",20,15,11,7,6,10,9,5,1,2,6,10,9,5,6,10,9,13,14,10,6
10,6,5,4,"****DCB***A**** ","***** **ABCD****",20,15,14,13,9,10,6,5,4,8,9,10,6,5,9,10,6,7,11,10,9
10,6,8,1,"*D****B*C*A**** ","*A***B** C***D**",20,15,14,13,9,5,1,2,6,10,9,5,6,2,1,5,6,10,14,13,9
10,6,8,4,"****D*B*C*A**** ","*A***B** C***D**",20,15,14,13,12,8,4,5,6,10,9,8,12,13,9,5,6,2,1,5,9
10,6,9,4,"****D*B**CA**** ","*A***B***C **D**",20,15,14,13,12,8,4,5,6,10,9,8,12,13,9,5,6,2,1,5,9
10,6,11,4,"****D*B***AC*** ","******* ABCD****",20,15,14,13,9,10,6,5,4,8,9,10,6,5,1,2,3,7,6,10,11
10,6,12,3,"***D**B***A*C** ","***D* C**B**A***",20,15,14,13,12,8,9,10,6,5,4,8,9,13,12,8,4,5,9,10,6
10,6,12,4,"****D*B***A*C** ","***A**B* C**D***",20,15,14,13,12,8,4,5,6,10,11,7,6,2,3,7,6,5,9,13,12
10,6,12,5,"*****DB***A*C** ","**A** B***C***D*",20,15,14,13,12,8,9,5,6,10,9,13,14,10,9,8,4,0,1,2,6
10,7,0,12,"C******B**A*D** ","** A**B**C**D***",20,15,14,13,9,5,1,0,4,5,1,2,6,10,9,5,1,2,6,7,3
10,7,0,13,"C******B**A**D* ","**A***B **C***D*",20,15,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,5,1,2,6
10,7,1,2,"*CD****B**A**** ","** *ABCD********",20,15,11,7,3,2,6,10,11,7,3,2,1,5,6,10,9,8,4,5,6
10,7,2,1,"*DC****B**A**** ","** *ABCD********",20,15,14,13,9,10,6,7,3,2,1,5,9,8,4,5,6,2,3,7,6
10,7,2,8,"**C****BD*A**** ","** A**B**C**D***",20,15,14,13,12,8,9,5,6,2,1,5,6,10,9,5,1,2,6,7,3
10,7,5,1,"*D***C*B**A**** ","**A***B **C***D*",20,15,14,13,9,5,1,2,6,10,9,5,1,2,6,10,9,13,14,10,6
10,7,6,1,"*D****CB**A**** ","****ABCD** *****",20,15,14,13,9,10,6,7,3,2,1,5,9,8,4,5,6,2,3,7,6
10,7,6,4,"****D*CB**A**** ","** A**B**C**D***",20,15,14,13,12,8,4,5,6,10,14,13,12,8,9,5,1,2,6,7,3
10,7,8,3,"***D***BC*A**** ","****ABCD** *****",20,15,14,13,9,8,4,5,6,10,9,5,6,7,3,2,1,0,4,5,6
10,7,8,4,"****D**BC*A**** ","** A**B**C**D***",20,15,14,13,9,8,4,5,6,10,14,13,12,8,4,5,1,2,6,7,3
10,7,9,4,"****D**B*CA**** ","** A**B**C**D***",20,15,14,13,12,8,4,5,6,10,14,13,12,8,4,5,1,2,6,7,3
10,7,11,8,"*******BD*AC*** ","**A***B **C***D*",20,15,14,13,9,8,12,13,9,5,6,10,11,15,14,13,9,5,1,2,6
10,7,12,4,"****D**B**A*C** ","** A**B**C**D***",20,15,14,13,12,8,4,5,6,10,9,13,12,8,4,5,1,2,6,7,3
10,7,13,4,"****D**B**A**C* ","***A**B *C**D***",20,15,11,10,9,8,4,5,6,7,11,10,9,13,12,8,4,5,1,2,3
10,8,0,2,"C*D*****B*A**** ","****ABCD *******",20,15,14,13,9,10,6,2,1,0,4,8,9,5,1,2,3,7,6,5,4
10,8,0,3,"C**D****B*A**** ","***D* C**B**A***",20,15,14,13,9,10,14,13,9,8,4,0,1,5,4,8,12,13,14,10,6
10,8,0,5,"C****D**B*A**** ","****ABCD *******",20,15,14,13,9,10,6,5,4,0,1,5,4,8,9,10,11,7,6,5,4
10,8,0,11,"C*******B*AD*** ","***** **ABCD****",20,15,14,13,9,8,4,0,1,5,9,10,6,5,4,8,9,5,6,10,9
10,8,0,12,"C*******B*A*D** ","A***B **C***D***",20,15,11,7,6,10,9,8,4,5,6,2,1,5,4,0,1,5,9,8,4
10,8,0,14,"C*******B*A***D ","**A** B***C***D*",20,15,11,7,6,10,9,8,4,5,1,0,4,5,1,2,6,5,9,10,6
10,8,1,4,"*C**D***B*A**** ","A***B **C***D***",20,15,14,13,9,10,6,5,9,8,4,5,1,0,4,5,9,13,12,8,4
10,8,2,4,"**C*D***B*A**** ","** *ABCD********",20,15,14,13,9,10,6,5,4,8,9,10,6,5,4,8,9,10,11,7,6
10,8,3,1,"*D*C****B*A**** ","** *ABCD********",20,15,14,13,9,10,6,2,1,5,9,8,4,5,9,10,6,2,3,7,6
10,8,3,13,"***C****B*A**D* ","*A***B***C **D**",20,15,11,7,3,2,6,10,9,8,4,5,6,7,11,10,6,2,1,5,9
10,8,3,14,"***C****B*A***D ","**A** B***C***D*",20,15,11,7,6,10,11,7,3,2,6,7,11,10,9,8,4,5,9,10,6
10,8,4,1,"*D**C***B*A**** ","****ABCD *******",20,15,14,13,9,10,6,5,1,2,6,5,4,8,9,10,11,7,6,5,4
10,8,6,1,"*D****C*B*A**** ","***D**C**B**A **",20,15,14,13,9,10,6,2,1,5,6,7,3,2,6,10,14,13,9,8,12
10,8,7,1,"*D*****CB*A**** ","** D**C**B**A***",20,15,14,13,9,10,14,13,9,8,12,13,14,10,6,2,1,5,6,7,3
10,8,7,12,"*******CB*A*D** ","***A**B**C *D***",20,15,11,10,9,8,4,5,9,10,6,7,11,10,6,2,3,7,6,5,9
10,8,11,1,"*D******B*AC*** ","****ABCD** *****",20,15,14,13,9,10,6,5,9,8,4,5,1,2,6,5,9,10,11,7,6
10,8,11,4,"****D***B*AC*** ","*A***B***C **D**",20,15,14,13,9,10,11,7,6,5,9,8,4,0,1,5,9,8,12,13,9
10,8,12,3,"***D****B*A*C** ","***D**C* B**A***",20,15,14,13,12,8,9,13,12,8,4,5,9,10,6,5,4,8,9,13,12
10,8,12,6,"******D*B*A*C** ","********ABCD* **",20,15,14,10,9,13,12,8,9,13,14,10,6,7,11,10,9,13,12,8,9
10,8,12,7,"*******DB*A*C** ","********ABCD* **",20,15,14,13,12,8,9,10,14,13,12,8,9,10,14,15,11,7,6,5,9
10,8,13,4,"****D***B*A**C* ","**A***B***C** D*",20,15,14,13,9,8,4,5,6,10,9,8,12,13,9,5,1,2,6,10,14
10,8,14,4,"****D***B*A***C ","*A***B***C **D**",20,15,11,7,6,10,14,13,9,8,4,5,6,2,1,5,9,8,12,13,9
10,9,0,3,"C**D*****BA**** ","***D**C* B**A***",20,15,14,13,9,10,6,5,4,0,1,5,4,8,9,10,6,5,9,13,12
10,9,0,12,"C********BA*D** ","*A***B** C***D**",20,15,14,13,12,8,9,10,6,5,4,0,1,5,9,8,4,0,1,5,9
10,9,1,8,"*C******DBA**** ","A***B **C***D***",20,15,14,13,12,8,9,10,6,5,9,8,4,5,1,0,4,5,9,8,4
10,9,2,1,"*DC******BA**** ","***D**C* B**A***",20,15,14,13,9,10,6,2,1,5,6,7,3,2,6,5,4,8,9,13,12
10,9,2,4,"**C*D****BA**** ","** *ABCD********",20,15,11,7,6,5,4,8,9,10,6,5,9,8,4,5,9,10,11,7,6
10,9,3,1,"*D*C*****BA**** ","** *ABCD********",20,15,11,7,6,2,1,5,9,10,6,5,9,8,4,5,6,2,3,7,6
10,9,3,5,"***C*D***BA**** ","**A** B***C***D*",20,15,11,7,6,10,11,7,3,2,6,5,9,10,6,7,11,15,14,10,6
10,9,3,12,"***C*****BA*D** ","***A* B**C**D***",20,15,11,10,6,7,11,10,9,5,6,2,3,7,6,2,1,5,6,10,9
10,9,5,1,"*D***C***BA**** ","**A** B***C***D*",20,15,11,7,6,10,9,5,1,2,6,10,9,5,6,10,9,13,14,10,6
10,9,5,4,"****DC***BA**** ","********ABCD* **",20,15,14,13,9,10,6,5,4,8,9,10,6,5,9,10,6,7,11,10,9
10,9,6,1,"*D****C**BA**** ","********ABCD* **",20,15,14,13,9,10,6,5,1,2,6,5,4,8,9,10,6,7,11,10,9
10,9,8,2,"**D*****CBA**** ","***D**C* B**A***",20,15,14,13,9,8,4,5,9,10,11,7,3,2,6,5,4,8,9,13,12
10,9,8,4,"****D***CBA**** ","*A***B** C***D**",20,15,14,13,12,8,9,10,6,5,9,8,4,0,1,5,9,8,12,13,9
10,9,12,3,"***D*****BA*C** ","***D**C**B**A **",20,15,14,13,12,8,9,13,14,10,9,13,14,15,11,7,6,10,9,8,12
10,9,14,1,"*D*******BA***C ","**A***B***C** D*",20,15,11,7,6,10,9,5,1,2,6,10,9,5,4,8,12,13,9,10,14
10,11,1,2,"*CD*******AB*** ","** D**C**B**A***",20,15,14,13,9,10,11,7,3,2,1,5,4,8,9,13,12,8,9,10,6
10,11,1,8,"*C******D*AB*** ","***A* B**C**D***",20,15,14,13,12,8,9,5,6,10,11,7,6,5,1,2,3,7,6,10,9
10,11,2,12,"**C*******ABD** ","*A***B***C **D**",20,15,14,13,12,8,9,10,11,7,6,2,1,5,9,10,6,2,1,5,9
10,11,3,2,"**DC******AB*** ","***D**C *B**A***",20,15,14,13,9,10,11,15,14,13,9,8,12,13,9,10,11,7,3,2,6
10,11,3,9,"***C*****DAB*** ","**A***B***C** D*",20,15,14,13,9,5,6,7,3,2,6,10,11,7,3,2,6,10,11,15,14
10,11,3,12,"***C******ABD** ","***A* B**C**D***",20,15,14,13,9,5,6,10,11,7,6,2,3,7,6,2,1,5,6,10,9
10,11,4,2,"**D*C*****AB*** ","***D* C**B**A***",20,15,14,13,9,10,11,7,3,2,6,5,4,8,9,13,12,8,9,10,6
10,11,4,9,"****C****DAB*** ","*A***B** C***D**",20,15,14,13,9,10,11,7,6,5,9,8,4,0,1,5,9,10,6,5,9
10,11,4,14,"****C*****AB**D ","********ABCD*** ",20,15,14,13,9,10,6,5,4,8,9,10,11,7,6,5,9,10,6,7,11
10,11,7,1,"*D*****C**AB*** ","******* ABCD****",20,15,14,13,9,5,1,2,6,5,9,10,11,7,6,5,4,8,9,10,11
10,11,8,4,"****D***C*AB*** ","***A**B* C**D***",20,15,14,13,9,8,4,5,6,10,11,7,6,2,3,7,6,10,14,13,12
10,11,9,2,"**D******CAB*** ","***D**C**B *A***",20,15,14,10,6,5,9,13,14,10,11,7,3,2,6,5,9,8,12,13,9
10,11,9,4,"****D****CAB*** ","***A**B* C**D***",20,15,14,13,12,8,4,5,6,10,11,7,6,2,3,7,6,10,14,13,12
10,11,12,3,"***D******ABC** ","***D* C**B**A***",20,15,14,13,9,10,11,15,14,13,12,8,9,13,12,8,4,5,9,10,6
10,11,12,4,"****D*****ABC** ","***A**B* C**D***",20,15,14,13,12,8,4,5,6,10,11,7,6,2,3,7,6,10,9,13,12
10,11,14,2,"**D*******AB**C ","******* ABCD****",20,15,14,13,9,10,11,15,14,13,12,8,9,10,6,2,3,7,6,10,11
10,12,0,3,"C**D******A*B** ","***D**C* B**A***",20,15,14,13,12,8,4,0,1,5,4,8,9,10,6,5,4,8,9,13,12
10,12,0,11,"C*********ADB** ","********ABCD* **",20,15,14,13,12,8,9,10,6,5,4,0,1,5,4,8,9,5,6,10,9
10,12,1,2,"*CD*******A*B** ","***D**C* B**A***",20,15,11,7,3,2,6,5,1,2,6,5,9,10,14,13,12,8,9,13,12
10,12,1,14,"*C********A*B*D ","********ABCD* **",20,15,14,13,9,5,1,2,6,5,9,10,6,7,11,15,14,13,12,8,9
10,12,2,5,"**C**D****A*B** ","** *ABCD********",20,15,14,13,12,8,9,10,6,5,9,13,12,8,4,5,9,10,11,7,6
10,12,2,13,"**C*******A*BD* ","*A***B***C **D**",20,15,14,13,12,8,9,10,6,2,1,5,9,13,14,10,6,2,1,5,9
10,12,3,2,"**DC******A*B** ","***D**C *B**A***",20,15,14,13,9,10,14,13,12,8,9,13,12,8,4,5,6,7,3,2,6
10,12,3,6,"***C**D***A*B** ","********ABCD* **",20,15,14,13,12,8,9,10,6,7,3,2,6,7,11,10,6,5,4,8,9
10,12,3,7,"***C***D**A*B** ","***D**C* B**A***",20,15,14,13,12,8,9,10,6,2,3,7,6,2,1,5,4,8,9,13,12
10,12,3,11,"***C******ADB** ","********ABCD* **",20,15,14,13,12,8,9,10,11,7,3,2,6,7,11,10,6,5,4,8,9
10,12,4,2,"**D*C*****A*B** ","***D**C**B**A **",20,15,14,10,11,7,3,2,6,5,4,8,12,13,14,10,6,5,9,8,12
10,12,4,9,"****C****DA*B** ","*A***B** C***D**",20,15,14,13,9,10,14,13,12,8,4,5,9,13,14,10,6,2,1,5,9
10,12,4,13,"****C*****A*BD* ","********ABCD* **",20,15,14,13,12,8,9,10,14,15,11,10,6,5,4,8,9,5,6,10,9
10,12,5,8,"*****C**D*A*B** ","*A***B***C **D**",20,15,14,13,12,8,9,5,6,10,9,13,12,8,4,5,6,2,1,5,9
10,12,8,2,"**D*****C*A*B** ","***D**C**B *A***",20,15,14,10,9,8,12,13,14,10,9,8,12,13,14,15,11,7,3,2,6
10,12,8,5,"*****D**C*A*B** ","*A***B** C***D**",20,15,14,13,9,5,4,8,12,13,9,10,6,5,9,8,4,0,1,5,9
10,12,11,8,"********D*ACB** ","*A***B***C **D**",20,15,14,13,12,8,9,10,11,7,6,5,9,13,12,8,4,0,1,5,9
10,12,13,1,"*D********A*BC* ","********ABCD* **",20,15,14,13,9,5,1,2,6,5,9,10,6,7,11,10,14,13,12,8,9
10,12,13,2,"**D*******A*BC* ","***D**C* B**A***",20,15,14,13,9,10,14,15,11,7,3,2,6,10,14,13,12,8,9,13,12
10,12,14,1,"*D********A*B*C ","********ABCD* **",20,15,11,7,6,5,1,2,6,5,9,10,6,7,11,10,14,13,12,8,9
10,12,14,8,"********D*A*B*C ","*A***B***C **D**",20,15,11,7,6,10,14,13,12,8,9,13,12,8,4,5,6,2,1,5,9
10,13,0,3,"C**D******A**B* ","***D* C**B**A***",20,15,14,13,9,10,14,13,9,8,4,0,1,5,4,8,12,13,9,10,6
10,13,0,7,"C******D**A**B* ","********ABCD* **",20,15,11,7,6,5,9,10,6,5,4,0,1,5,4,8,9,5,6,10,9
10,13,2,1,"*DC*******A**B* ","***D**C**B**A **",20,15,14,10,9,13,14,10,6,2,1,5,6,7,3,2,6,5,4,8,12
10,13,2,12,"**C*******A*DB* ","*A***B***C **D**",20,15,11,7,6,2,1,5,9,10,6,5,9,13,12,8,4,0,1,5,9
10,13,3,1,"*D*C******A**B* ","***D**C* B**A***",20,15,11,7,3,2,1,5,9,10,6,7,3,2,1,5,4,8,9,13,12
10,13,4,8,"****C***D*A**B* ","*A***B** C***D**",20,15,14,13,12,8,9,10,14,13,12,8,4,5,9,10,6,2,1,5,9
10,13,5,4,"****DC****A**B* ","********ABCD* **",20,15,11,7,6,5,4,8,9,10,6,5,4,8,9,10,6,7,11,10,9
10,13,6,1,"*D****C***A**B* ","********ABCD* **",20,15,11,7,6,5,1,2,6,5,9,10,6,7,11,10,6,5,4,8,9
10,13,7,1,"*D*****C**A**B* ","** D**C**B**A***",20,15,14,13,9,10,14,13,9,8,12,13,9,10,6,2,1,5,6,7,3
10,13,8,2,"**D*****C*A**B* ","***D**C**B**A **",20,15,14,10,9,8,4,5,9,13,14,15,11,7,3,2,6,5,4,8,12
10,13,8,4,"****D***C*A**B* ","*A***B** C***D**",20,15,11,7,6,10,9,13,12,8,4,5,6,2,1,5,9,8,12,13,9
10,13,9,1,"*D*******CA**B* ","***D**C**B**A **",20,15,14,10,6,2,1,5,9,13,14,15,11,7,3,2,6,5,4,8,12
10,13,9,4,"****D****CA**B* ","********ABCD* **",20,15,14,13,9,10,6,5,4,8,9,5,6,10,9,13,14,15,11,10,9
10,13,14,2,"**D*******A**BC ","********ABCD* **",20,15,11,7,6,2,3,7,6,5,9,10,14,15,11,7,6,5,4,8,9
10,14,1,6,"*C****D***A***B ","** *ABCD********",20,15,11,7,6,10,14,13,9,5,6,2,1,0,4,5,6,10,9,5,6
10,14,1,8,"*C******D*A***B ","***A* B**C**D***",20,15,11,10,6,7,11,10,14,13,12,8,9,5,1,2,3,7,6,10,9
10,14,1,11,"*C********AD**B ","**A***B***C***D ",20,15,11,7,6,10,9,5,1,2,6,10,14,13,9,5,6,10,9,13,14
10,14,2,1,"*DC*******A***B ","** D**C**B**A***",20,15,11,7,6,2,1,5,9,10,14,13,9,8,12,13,9,10,11,7,3
10,14,3,1,"*D*C******A***B ","** D**C**B**A***",20,15,11,7,3,2,1,5,9,10,14,13,9,8,12,13,9,10,6,7,3
10,14,3,12,"***C******A*D*B ","***A* B**C**D***",20,15,11,7,6,10,14,15,11,7,6,2,3,7,6,2,1,5,6,10,9
10,14,4,2,"**D*C*****A***B ","***D* C**B**A***",20,15,11,7,3,2,6,5,9,10,14,13,9,5,4,8,12,13,9,10,6
10,14,4,8,"****C***D*A***B ","***A**B* C**D***",20,15,11,10,6,7,11,10,14,13,12,8,4,5,6,2,3,7,6,10,9
10,14,6,1,"*D****C***A***B ","** D**C**B**A***",20,15,11,7,6,2,1,5,9,10,14,13,9,8,12,13,9,10,6,7,3
10,14,6,8,"******C*D*A***B ","***A**B**C *D***",20,15,11,10,9,5,6,7,11,10,14,13,12,8,9,5,6,2,3,7,6
10,14,8,3,"***D****C*A***B ","***D**C**B**A **",20,15,14,10,9,13,14,15,11,10,9,8,12,13,14,10,9,5,6,10,9
10,14,11,8,"********D*AC**B ","***A**B**C *D***",20,15,11,7,6,10,14,15,11,7,6,2,3,7,6,10,14,13,12,8,9
10,14,12,3,"***D******A*C*B ","***D* C**B**A***",20,15,11,7,6,5,9,10,14,13,12,8,9,13,12,8,4,5,9,10,6
10,14,12,6,"******D***A*C*B ","********ABCD* **",20,15,14,10,6,5,9,13,14,15,11,10,9,13,12,8,9,13,14,10,9
10,14,12,8,"********D*A*C*B ","***A**B**C**D **",20,15,11,10,6,7,11,10,14,13,12,8,9,5,6,2,3,7,6,10,9
10,14,13,4,"****D*****A**CB ","**A***B***C** D*",20,15,11,7,6,5,4,8,9,5,6,10,14,13,9,5,1,2,6,10,14
11,0,1,10,"BC********DA*** ","**A** B***C***D*",20,15,14,10,11,7,6,5,1,0,4,8,9,5,6,10,9,5,1,2,6
11,0,1,12,"BC*********AD** ","***A* B**C**D***",20,15,14,10,6,7,11,10,9,5,1,0,4,8,9,5,1,2,3,7,6
11,0,1,13,"BC*********A*D* ","*A **B***C***D**",20,15,14,10,11,7,6,10,11,7,3,2,6,5,1,0,4,8,9,5,1
11,0,2,12,"B*C********AD** ","***A* B**C**D***",20,15,14,10,6,2,1,0,4,5,6,7,11,10,9,5,1,2,3,7,6
11,0,2,13,"B*C********A*D* ","*A **B***C***D**",20,15,14,10,11,7,6,10,9,5,1,2,6,5,1,0,4,8,9,5,1
11,0,4,3,"B**DC******A*** ","ABCD* **********",20,15,14,10,11,7,6,10,9,5,4,0,1,5,6,2,1,5,4,0,1
11,0,4,6,"B***C*D****A*** "," ***ABCD********",20,15,14,10,11,7,6,10,9,5,6,2,1,5,4,0,1,2,6,5,4
11,0,4,7,"B***C**D***A*** ","***** **ABCD****",20,15,14,10,11,7,6,5,4,0,1,2,6,5,9,10,6,5,4,8,9
11,0,4,10,"B***C*****DA*** ","**A** B***C***D*",20,15,14,10,11,7,6,10,9,5,4,0,1,2,6,5,4,8,9,10,6
11,0,5,10,"B****C****DA*** ","**A** B***C***D*",20,15,14,10,11,7,6,10,9,8,4,0,1,2,6,5,4,8,9,10,6
11,0,6,9,"B*****C**D*A*** ","*A***B***C **D**",20,15,14,10,11,15,14,13,9,10,6,5,9,8,4,0,1,5,4,8,9
11,0,6,12,"B*****C****AD** ","***A* B**C**D***",20,15,14,13,9,5,6,7,11,10,9,5,1,0,4,5,1,2,3,7,6
11,0,6,13,"B*****C****A*D* ","**A** B***C***D*",20,15,14,13,9,5,1,0,4,5,1,2,3,7,11,10,6,7,3,2,6
11,0,7,6,"B*****DC***A*** ","***** **ABCD****",20,15,14,10,11,7,6,5,9,10,11,7,6,5,4,0,1,5,4,8,9
11,0,7,12,"B******C***AD** ","***A**B**C *D***",20,15,14,10,6,7,11,10,6,5,1,0,4,5,1,2,3,7,6,5,9
11,0,7,13,"B******C***A*D* ","**A** B***C***D*",20,15,14,13,9,10,11,7,6,10,11,7,3,2,1,0,4,5,1,2,6
11,0,8,7,"B******DC**A*** ","***** **ABCD****",20,15,14,10,11,7,6,10,9,8,4,0,1,5,6,10,9,5,4,8,9
11,0,9,2,"B*D******C*A*** ","****ABCD** *****",20,15,14,10,11,7,6,10,9,5,6,2,1,0,4,5,1,2,3,7,6
11,0,9,7,"B******D*C*A*** ","**A** B***C***D*",20,15,14,10,11,7,6,10,11,15,14,10,9,5,1,0,4,5,1,2,6
11,0,10,6,"B*****D***CA*** ","****ABCD** *****",20,15,14,13,9,10,11,7,6,10,9,5,6,2,1,0,4,5,1,2,6
11,0,10,7,"B******D**CA*** ","***** **ABCD****",20,15,14,10,11,7,6,5,9,10,14,13,12,8,4,0,1,5,4,8,9
11,0,10,9,"B********DCA*** ","*A **B***C***D**",20,15,14,13,9,10,11,7,6,10,11,7,3,2,6,5,1,0,4,5,1
11,0,10,12,"B*********CAD** ","***A* B**C**D***",20,15,14,13,9,10,6,7,11,10,6,5,1,0,4,5,1,2,3,7,6
11,0,13,9,"B********D*A*C* ","**A** B***C***D*",20,15,14,13,9,10,11,7,6,10,14,13,9,5,1,0,4,5,1,2,6
11,0,13,14,"B**********A*CD ","***** **ABCD****",20,15,14,10,11,15,14,13,9,10,14,13,12,8,4,0,1,5,4,8,9
11,0,14,7,"B******D***A**C ","***** **ABCD****",20,15,14,10,11,15,14,13,9,10,11,7,6,5,4,0,1,5,4,8,9
11,1,0,3,"CB*D*******A*** ","ABCD* **********",20,15,14,10,11,7,6,10,9,5,1,0,4,5,6,2,1,5,4,0,1
11,1,2,8,"*BC*****D**A*** ","***A**B *C**D***",20,15,14,13,12,8,9,10,6,2,1,5,6,7,11,10,9,5,6,2,3
11,1,3,5,"*B*C*D*****A*** ","** *ABCD********",20,15,14,10,11,15,14,13,9,10,6,5,9,8,4,5,1,2,3,7,6
11,1,3,9,"*B*C*****D*A*** ","** *ABCD********",20,15,14,10,11,7,6,10,9,5,6,10,9,8,4,5,1,2,3,7,6
11,1,3,12,"*B*C*******AD** ","***A**B**C *D***",20,15,14,13,9,5,1,2,3,7,11,10,6,2,3,7,11,10,6,5,9
11,1,3,13,"*B*C*******A*D* ","**A** B***C***D*",20,15,14,13,9,10,11,7,3,2,6,10,9,5,1,2,6,7,11,10,6
11,1,4,8,"*B**C***D**A*** ","***A* B**C**D***",20,15,14,13,12,8,4,5,6,7,11,10,9,8,4,5,1,2,3,7,6
11,1,4,9,"*B**C****D*A*** ","*A **B***C***D**",20,15,14,13,9,10,11,7,6,10,11,7,3,2,6,5,4,8,9,5,1
11,1,4,14,"*B**C******A**D ","***** **ABCD****",20,15,14,10,11,15,14,13,9,10,6,5,4,8,9,5,1,2,6,10,9
11,1,7,5,"*B***D*C***A*** ","**A** B***C***D*",20,15,14,13,9,5,1,2,6,7,11,10,9,13,14,10,6,7,3,2,6
11,1,7,8,"*B*****CD**A*** ","***A**B**C *D***",20,15,14,13,12,8,9,10,6,7,11,10,6,5,1,2,3,7,6,5,9
11,1,8,5,"*B***D**C**A*** ","*A **B***C***D**",20,15,14,10,11,7,6,10,9,5,1,2,6,10,14,13,9,8,4,0,1
11,1,12,8,"*B******D**AC** ","***A* B**C**D***",20,15,14,13,12,8,9,13,14,10,6,7,11,10,6,5,1,2,3,7,6
11,1,12,9,"*B*******D*AC** ","**A** B***C***D*",20,15,14,10,11,7,6,10,9,13,12,8,9,13,14,10,9,5,1,2,6
11,1,12,13,"*B*********ACD* ","*A **B***C***D**",20,15,14,13,12,8,9,13,14,10,11,7,6,10,11,7,3,2,6,5,1
11,1,13,4,"*B**D******A*C* ","***A**B* C**D***",20,15,14,10,6,7,11,10,9,8,4,5,1,2,3,7,6,5,9,13,12
11,1,13,5,"*B***D*****A*C* ","*A **B***C***D**",20,15,14,13,9,5,6,7,11,10,14,13,9,10,6,7,3,2,6,5,1
11,1,13,7,"*B*****D***A*C* ","***** **ABCD****",20,15,14,13,9,10,11,7,6,5,1,0,4,8,9,10,14,13,12,8,9
11,1,14,6,"*B****D****A**C ","****ABCD** *****",20,15,14,10,11,15,14,13,9,10,11,7,6,5,9,8,4,5,1,2,6
11,1,14,9,"*B*******D*A**C ","**A** B***C***D*",20,15,14,13,9,10,11,15,14,13,9,5,1,2,6,10,11,7,3,2,6
11,2,0,6,"C*B***D****A*** ","** *ABCD********",20,15,14,10,11,7,6,10,9,5,1,0,4,5,6,2,1,0,4,5,6
11,2,0,8,"C*B*****D**A*** ","***A**B *C**D***",20,15,14,13,12,8,4,0,1,5,4,8,9,5,6,7,11,10,6,2,3
11,2,0,12,"C*B********AD** ","***A**B *C**D***",20,15,14,13,9,8,4,0,1,5,4,8,9,5,6,7,11,10,6,2,3
11,2,0,13,"C*B********A*D* ","*A **B***C***D**",20,15,14,10,11,7,6,10,9,8,4,0,1,2,6,5,4,8,9,5,1
11,2,1,3,"*CBD*******A*** ","ABCD* **********",20,15,14,10,11,7,6,10,9,5,6,2,1,5,6,10,9,8,4,0,1
11,2,1,8,"*CB*****D**A*** ","***A* B**C**D***",20,15,14,13,12,8,9,5,1,2,6,7,11,10,9,5,1,2,3,7,6
11,2,1,14,"*CB********A**D ","***A***B** C***D",20,15,14,10,6,2,1,5,9,10,6,2,3,7,11,10,6,2,3,7,11
11,2,3,1,"*DBC*******A*** ","** *ABCD********",20,15,14,10,11,7,6,10,9,5,6,2,1,0,4,5,6,2,3,7,6
11,2,3,9,"**BC*****D*A*** ","**A***B **C***D*",20,15,14,10,9,13,14,10,6,7,3,2,6,7,11,10,6,7,3,2,6
